area_label,naics_custom,naics_custom_label,measure,yr,lvl,gyy,dyy,hover_label
Seattle MD,61-62,Education and Health Services,Average Annual Employment,2014,192948,0.13724935459914422,23286,"Seattle MD<br>2014: 192.9k, 13.7%"
Seattle MD,61-62,Education and Health Services,Average Annual Employment,2015,193295,0.001798412007380179,347,"Seattle MD<br>2015: 193.3k, 0.2%"
Seattle MD,61-62,Education and Health Services,Average Annual Employment,2016,199560,0.03241159885149636,6265,"Seattle MD<br>2016: 199.6k, 3.2%"
Seattle MD,61-62,Education and Health Services,Average Annual Employment,2017,199471,-4.459811585487694e-4,-89,"Seattle MD<br>2017: 199.5k, 0.0%"
Seattle MD,61-62,Education and Health Services,Average Annual Employment,2018,211658,0.061096600508344645,12187,"Seattle MD<br>2018: 211.7k, 6.1%"
Seattle MD,61-62,Education and Health Services,Average Annual Employment,2019,216675,0.023703332734883675,5017,"Seattle MD<br>2019: 216.7k, 2.4%"
Seattle MD,61-62,Education and Health Services,Average Annual Employment,2020,206299,-0.04788738894657896,-10376,"Seattle MD<br>2020: 206.3k, -4.8%"
Seattle MD,61-62,Education and Health Services,Average Annual Employment,2021,210892,0.02226380156956642,4593,"Seattle MD<br>2021: 210.9k, 2.2%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2002,111685,NA,NA,NA
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2003,113210,0.01365447463849212,1525,"Seattle MD<br>2003: 113.2k, 1.4%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2004,117713,0.0397756381945058,4503,"Seattle MD<br>2004: 117.7k, 4.0%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2005,119884,0.018443162607358676,2171,"Seattle MD<br>2005: 119.9k, 1.8%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2006,124188,0.03590137132561466,4304,"Seattle MD<br>2006: 124.2k, 3.6%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2007,128984,0.03861886816761695,4796,"Seattle MD<br>2007: 129.0k, 3.9%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2008,133047,0.03150003101159826,4063,"Seattle MD<br>2008: 133.0k, 3.2%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2009,127010,-0.045374942689425546,-6037,"Seattle MD<br>2009: 127.0k, -4.5%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2010,124683,-0.018321392016376614,-2327,"Seattle MD<br>2010: 124.7k, -1.8%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2011,126601,0.015383011316699058,1918,"Seattle MD<br>2011: 126.6k, 1.5%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2012,131954,0.042282446426173514,5353,"Seattle MD<br>2012: 132.0k, 4.2%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2013,137072,0.03878624369098316,5118,"Seattle MD<br>2013: 137.1k, 3.9%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2014,142631,0.0405553285864364,5559,"Seattle MD<br>2014: 142.6k, 4.1%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2015,NA,NA,NA,NA
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2016,153838,NA,NA,NA
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2017,159568,0.03724697408962685,5730,"Seattle MD<br>2017: 159.6k, 3.7%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2018,164045,0.028057003910558542,4477,"Seattle MD<br>2018: 164.0k, 2.8%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2019,167356,0.020183486238532167,3311,"Seattle MD<br>2019: 167.4k, 2.0%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2020,160883,-0.038678027677525706,-6473,"Seattle MD<br>2020: 160.9k, -3.9%"
Seattle MD,71-72,Leisure and Hospitality,Mar Employment,2021,109986,-0.31636033639352823,-50897,"Seattle MD<br>2021: 110.0k, -31.6%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2002,115319,NA,NA,NA
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2003,117605,0.01982327283448515,2286,"Seattle MD<br>2003: 117.6k, 2.0%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2004,121178,0.030381361336677903,3573,"Seattle MD<br>2004: 121.2k, 3.0%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2005,124731,0.02932050372179762,3553,"Seattle MD<br>2005: 124.7k, 2.9%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2006,128673,0.03160401183346573,3942,"Seattle MD<br>2006: 128.7k, 3.2%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2007,133374.33333333334,0.0365370616472247,4701.333333333343,"Seattle MD<br>2007: 133.4k, 3.7%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2008,135045.3333333333,0.012528647440911644,1670.999999999971,"Seattle MD<br>2008: 135.0k, 1.3%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2009,129048,-0.04440977844476901,-5997.333333333314,"Seattle MD<br>2009: 129.0k, -4.4%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2010,128414,-0.004912900626123595,-634,"Seattle MD<br>2010: 128.4k, -0.5%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2011,132180,0.02932702041833446,3766,"Seattle MD<br>2011: 132.2k, 2.9%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2012,136765,0.03468754728400669,4585,"Seattle MD<br>2012: 136.8k, 3.5%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2013,142586,0.042562059006324704,5821,"Seattle MD<br>2013: 142.6k, 4.3%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2014,147325,0.03323608208379514,4739,"Seattle MD<br>2014: 147.3k, 3.3%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2015,NA,NA,NA,NA
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2016,159453,NA,NA,NA
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2017,164425,0.0311816021021869,4972,"Seattle MD<br>2017: 164.4k, 3.1%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2018,169043,0.028085753383001455,4618,"Seattle MD<br>2018: 169.0k, 2.8%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2019,171238,0.012984861839886896,2195,"Seattle MD<br>2019: 171.2k, 1.3%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2020,120448,-0.29660472558661044,-50790,"Seattle MD<br>2020: 120.4k, -29.7%"
Seattle MD,71-72,Leisure and Hospitality,Average Annual Employment,2021,126728,0.0521386822529224,6280,"Seattle MD<br>2021: 126.7k, 5.2%"
Seattle MD,81,Other Services,Mar Employment,2002,55951,NA,NA,NA
Seattle MD,81,Other Services,Mar Employment,2003,57486,0.027434719665421436,1535,"Seattle MD<br>2003: 57.5k, 2.7%"
Seattle MD,81,Other Services,Mar Employment,2004,54193,-0.05728351250739305,-3293,"Seattle MD<br>2004: 54.2k, -5.7%"
Seattle MD,81,Other Services,Mar Employment,2005,53334,-0.015850755632646263,-859,"Seattle MD<br>2005: 53.3k, -1.6%"
Seattle MD,81,Other Services,Mar Employment,2006,52941,-0.00736865789177632,-393,"Seattle MD<br>2006: 52.9k, -0.7%"
Seattle MD,81,Other Services,Mar Employment,2007,53416,0.008972252129729297,475,"Seattle MD<br>2007: 53.4k, 0.9%"
Seattle MD,81,Other Services,Mar Employment,2008,53942,0.009847236782986268,526,"Seattle MD<br>2008: 53.9k, 1.0%"
Seattle MD,81,Other Services,Mar Employment,2009,54640,0.012939824255681964,698,"Seattle MD<br>2009: 54.6k, 1.3%"
Seattle MD,81,Other Services,Mar Employment,2010,59456,0.08814055636896057,4816,"Seattle MD<br>2010: 59.5k, 8.8%"
Seattle MD,81,Other Services,Mar Employment,2011,60832,0.023143164693218532,1376,"Seattle MD<br>2011: 60.8k, 2.3%"
Seattle MD,81,Other Services,Mar Employment,2012,62650,0.029885586533403563,1818,"Seattle MD<br>2012: 62.6k, 3.0%"
Seattle MD,81,Other Services,Mar Employment,2013,62588,-9.896249002394608e-4,-62,"Seattle MD<br>2013: 62.6k, -0.1%"
Seattle MD,81,Other Services,Mar Employment,2014,46847,-0.2515018853454336,-15741,"Seattle MD<br>2014: 46.8k, -25.2%"
Seattle MD,81,Other Services,Mar Employment,2015,48416,0.03349200589151913,1569,"Seattle MD<br>2015: 48.4k, 3.3%"
Seattle MD,81,Other Services,Mar Employment,2016,49633,0.02513631857237275,1217,"Seattle MD<br>2016: 49.6k, 2.5%"
Seattle MD,81,Other Services,Mar Employment,2017,51167,0.030906856325428667,1534,"Seattle MD<br>2017: 51.2k, 3.1%"
Seattle MD,81,Other Services,Mar Employment,2018,51681,0.01004553716262424,514,"Seattle MD<br>2018: 51.7k, 1.0%"
Seattle MD,81,Other Services,Mar Employment,2019,54625,0.056964842011570926,2944,"Seattle MD<br>2019: 54.6k, 5.7%"
Seattle MD,81,Other Services,Mar Employment,2020,55103,0.008750572082379948,478,"Seattle MD<br>2020: 55.1k, 0.9%"
Seattle MD,81,Other Services,Mar Employment,2021,46670,-0.15304066929205307,-8433,"Seattle MD<br>2021: 46.7k, -15.3%"
Seattle MD,81,Other Services,Average Annual Employment,2002,56400,NA,NA,NA
Seattle MD,81,Other Services,Average Annual Employment,2003,56925,0.009308510638297962,525,"Seattle MD<br>2003: 56.9k, 0.9%"
Seattle MD,81,Other Services,Average Annual Employment,2004,54236,-0.0472375933245498,-2689,"Seattle MD<br>2004: 54.2k, -4.7%"
Seattle MD,81,Other Services,Average Annual Employment,2005,53289,-0.017460727192270764,-947,"Seattle MD<br>2005: 53.3k, -1.7%"
Seattle MD,81,Other Services,Average Annual Employment,2006,52836,-0.008500816303552372,-453,"Seattle MD<br>2006: 52.8k, -0.9%"
Seattle MD,81,Other Services,Average Annual Employment,2007,53275.166666666664,0.008311883311883372,439.16666666666424,"Seattle MD<br>2007: 53.3k, 0.8%"
Seattle MD,81,Other Services,Average Annual Employment,2008,54416.666666666664,0.021426493269221636,1141.5,"Seattle MD<br>2008: 54.4k, 2.1%"
Seattle MD,81,Other Services,Average Annual Employment,2009,55861,0.02654211332312406,1444.3333333333358,"Seattle MD<br>2009: 55.9k, 2.7%"
Seattle MD,81,Other Services,Average Annual Employment,2010,60663,0.08596337337319415,4802,"Seattle MD<br>2010: 60.7k, 8.6%"
Seattle MD,81,Other Services,Average Annual Employment,2011,62178,0.02497403689233968,1515,"Seattle MD<br>2011: 62.2k, 2.5%"
Seattle MD,81,Other Services,Average Annual Employment,2012,62876,0.011225835504519388,698,"Seattle MD<br>2012: 62.9k, 1.1%"
Seattle MD,81,Other Services,Average Annual Employment,2013,63842,0.015363572746357912,966,"Seattle MD<br>2013: 63.8k, 1.5%"
Seattle MD,81,Other Services,Average Annual Employment,2014,47417,-0.25727577456846595,-16425,"Seattle MD<br>2014: 47.4k, -25.7%"
Seattle MD,81,Other Services,Average Annual Employment,2015,49010,0.03359554590125913,1593,"Seattle MD<br>2015: 49.0k, 3.4%"
Seattle MD,81,Other Services,Average Annual Employment,2016,50817,0.036870026525198885,1807,"Seattle MD<br>2016: 50.8k, 3.7%"
Seattle MD,81,Other Services,Average Annual Employment,2017,51853,0.0203868784068324,1036,"Seattle MD<br>2017: 51.9k, 2.0%"
Seattle MD,81,Other Services,Average Annual Employment,2018,52374,0.01004763465951819,521,"Seattle MD<br>2018: 52.4k, 1.0%"
Seattle MD,81,Other Services,Average Annual Employment,2019,55271,0.055313705273609015,2897,"Seattle MD<br>2019: 55.3k, 5.5%"
Seattle MD,81,Other Services,Average Annual Employment,2020,48188,-0.1281503862785186,-7083,"Seattle MD<br>2020: 48.2k, -12.8%"
Seattle MD,81,Other Services,Average Annual Employment,2021,48397,0.004337179380758727,209,"Seattle MD<br>2021: 48.4k, 0.4%"
Seattle MD,GOV,Government,Mar Employment,2002,186374,NA,NA,NA
Seattle MD,GOV,Government,Mar Employment,2003,188481,0.011305224977733008,2107,"Seattle MD<br>2003: 188.5k, 1.1%"
Seattle MD,GOV,Government,Mar Employment,2004,189015,0.0028331768188836204,534,"Seattle MD<br>2004: 189.0k, 0.3%"
Seattle MD,GOV,Government,Mar Employment,2005,188809,-0.0010898605930745875,-206,"Seattle MD<br>2005: 188.8k, -0.1%"
Seattle MD,GOV,Government,Mar Employment,2006,189759,0.005031539810072649,950,"Seattle MD<br>2006: 189.8k, 0.5%"
Seattle MD,GOV,Government,Mar Employment,2007,190131,0.0019603813257869085,372,"Seattle MD<br>2007: 190.1k, 0.2%"
Seattle MD,GOV,Government,Mar Employment,2008,193058,0.01539464895256426,2927,"Seattle MD<br>2008: 193.1k, 1.5%"
Seattle MD,GOV,Government,Mar Employment,2009,196545,0.01806192957556796,3487,"Seattle MD<br>2009: 196.5k, 1.8%"
Seattle MD,GOV,Government,Mar Employment,2010,196057,-0.002482891958584532,-488,"Seattle MD<br>2010: 196.1k, -0.2%"
Seattle MD,GOV,Government,Mar Employment,2011,193995,-0.010517349546305454,-2062,"Seattle MD<br>2011: 194.0k, -1.1%"
Seattle MD,GOV,Government,Mar Employment,2012,193714,-0.0014484909404881563,-281,"Seattle MD<br>2012: 193.7k, -0.1%"
Seattle MD,GOV,Government,Mar Employment,2013,194189,0.002452068513375316,475,"Seattle MD<br>2013: 194.2k, 0.2%"
Seattle MD,GOV,Government,Mar Employment,2014,197495,0.0170246512418315,3306,"Seattle MD<br>2014: 197.5k, 1.7%"
Seattle MD,GOV,Government,Mar Employment,2015,201005,0.017772601838021318,3510,"Seattle MD<br>2015: 201.0k, 1.8%"
Seattle MD,GOV,Government,Mar Employment,2016,205549,0.022606402825800398,4544,"Seattle MD<br>2016: 205.5k, 2.3%"
Seattle MD,GOV,Government,Mar Employment,2017,210192,0.02258828795080481,4643,"Seattle MD<br>2017: 210.2k, 2.3%"
Seattle MD,GOV,Government,Mar Employment,2018,210600,0.001941082438913,408,"Seattle MD<br>2018: 210.6k, 0.2%"
Seattle MD,GOV,Government,Mar Employment,2019,211929,0.006310541310541318,1329,"Seattle MD<br>2019: 211.9k, 0.6%"
Seattle MD,GOV,Government,Mar Employment,2020,217664,0.027060949657668365,5735,"Seattle MD<br>2020: 217.7k, 2.7%"
Seattle MD,GOV,Government,Mar Employment,2021,203826,-0.06357505145545428,-13838,"Seattle MD<br>2021: 203.8k, -6.4%"
Seattle MD,GOV,Government,Average Annual Employment,2002,186079,NA,NA,NA
Seattle MD,GOV,Government,Average Annual Employment,2003,187887,0.009716303290537853,1808,"Seattle MD<br>2003: 187.9k, 1.0%"
Seattle MD,GOV,Government,Average Annual Employment,2004,187923,1.9160452825373042e-4,36,"Seattle MD<br>2004: 187.9k, 0.0%"
Seattle MD,GOV,Government,Average Annual Employment,2005,187541,-0.002032747455074646,-382,"Seattle MD<br>2005: 187.5k, -0.2%"
Seattle MD,GOV,Government,Average Annual Employment,2006,187940,0.0021275347790616905,399,"Seattle MD<br>2006: 187.9k, 0.2%"
Seattle MD,GOV,Government,Average Annual Employment,2007,189614.58333333334,0.008910201837465825,1674.583333333343,"Seattle MD<br>2007: 189.6k, 0.9%"
Seattle MD,GOV,Government,Average Annual Employment,2008,194082.41666666666,0.023562709443498253,4467.833333333314,"Seattle MD<br>2008: 194.1k, 2.4%"
Seattle MD,GOV,Government,Average Annual Employment,2009,195726,0.008468481388276272,1643.583333333343,"Seattle MD<br>2009: 195.7k, 0.8%"
Seattle MD,GOV,Government,Average Annual Employment,2010,195242,-0.002472844691047693,-484,"Seattle MD<br>2010: 195.2k, -0.2%"
Seattle MD,GOV,Government,Average Annual Employment,2011,192332,-0.014904579957181308,-2910,"Seattle MD<br>2011: 192.3k, -1.5%"
Seattle MD,GOV,Government,Average Annual Employment,2012,192296,-1.8717634091047763e-4,-36,"Seattle MD<br>2012: 192.3k, 0.0%"
Seattle MD,GOV,Government,Average Annual Employment,2013,193988,0.00879893497524642,1692,"Seattle MD<br>2013: 194.0k, 0.9%"
Seattle MD,GOV,Government,Average Annual Employment,2014,196748,0.014227684186650658,2760,"Seattle MD<br>2014: 196.7k, 1.4%"
Seattle MD,GOV,Government,Average Annual Employment,2015,201075,0.021992599670644708,4327,"Seattle MD<br>2015: 201.1k, 2.2%"
Seattle MD,GOV,Government,Average Annual Employment,2016,205696,0.022981474574163885,4621,"Seattle MD<br>2016: 205.7k, 2.3%"
Seattle MD,GOV,Government,Average Annual Employment,2017,208459,0.013432443995021748,2763,"Seattle MD<br>2017: 208.5k, 1.3%"
Seattle MD,GOV,Government,Average Annual Employment,2018,210559,0.010073923409399388,2100,"Seattle MD<br>2018: 210.6k, 1.0%"
Seattle MD,GOV,Government,Average Annual Employment,2019,212516,0.009294307058829165,1957,"Seattle MD<br>2019: 212.5k, 0.9%"
Seattle MD,GOV,Government,Average Annual Employment,2020,207426,-0.023951137796683564,-5090,"Seattle MD<br>2020: 207.4k, -2.4%"
Seattle MD,GOV,Government,Average Annual Employment,2021,205796,-0.007858224137764824,-1630,"Seattle MD<br>2021: 205.8k, -0.8%"
Seattle MD,NA,NA,Mar Employment,2002,1877,NA,NA,NA
Seattle MD,NA,NA,Mar Employment,2003,1583,-0.1566329248801278,-294,"Seattle MD<br>2003: 1.6k, -15.7%"
Seattle MD,NA,NA,Mar Employment,2004,1416,-0.10549589387239422,-167,"Seattle MD<br>2004: 1.4k, -10.5%"
Seattle MD,NA,NA,Mar Employment,2005,1352,-0.04519774011299438,-64,"Seattle MD<br>2005: 1.4k, -4.5%"
Seattle MD,NA,NA,Mar Employment,2006,1404,0.03846153846153855,52,"Seattle MD<br>2006: 1.4k, 3.8%"
Seattle MD,NA,NA,Mar Employment,2007,1420,0.01139601139601143,16,"Seattle MD<br>2007: 1.4k, 1.1%"
Seattle MD,NA,NA,Mar Employment,2008,1538,0.08309859154929566,118,"Seattle MD<br>2008: 1.5k, 8.3%"
Seattle MD,NA,NA,Mar Employment,2009,1577,0.025357607282184613,39,"Seattle MD<br>2009: 1.6k, 2.5%"
Seattle MD,NA,NA,Mar Employment,2010,1817,0.15218769816106525,240,"Seattle MD<br>2010: 1.8k, 15.2%"
Seattle MD,NA,NA,Mar Employment,2011,1644,-0.0952118877270226,-173,"Seattle MD<br>2011: 1.6k, -9.5%"
Seattle MD,NA,NA,Mar Employment,2012,1671,0.01642335766423364,27,"Seattle MD<br>2012: 1.7k, 1.6%"
Seattle MD,NA,NA,Mar Employment,2013,1698,0.016157989228007263,27,"Seattle MD<br>2013: 1.7k, 1.6%"
Seattle MD,NA,NA,Mar Employment,2014,1600,-0.05771495877502941,-98,"Seattle MD<br>2014: 1.6k, -5.8%"
Seattle MD,NA,NA,Mar Employment,2015,45244,27.2775,43644,"Seattle MD<br>2015: 45.2k, 2 727.8%"
Seattle MD,NA,NA,Mar Employment,2016,1796,-0.9603041287242507,-43448,"Seattle MD<br>2016: 1.8k, -96.0%"
Seattle MD,NA,NA,Mar Employment,2017,1925,0.07182628062360807,129,"Seattle MD<br>2017: 1.9k, 7.2%"
Seattle MD,NA,NA,Mar Employment,2018,2155,0.11948051948051952,230,"Seattle MD<br>2018: 2.2k, 11.9%"
Seattle MD,NA,NA,Mar Employment,2019,2393,0.11044083526682136,238,"Seattle MD<br>2019: 2.4k, 11.0%"
Seattle MD,NA,NA,Mar Employment,2020,2378,-0.006268282490597521,-15,"Seattle MD<br>2020: 2.4k, -0.6%"
Seattle MD,NA,NA,Mar Employment,2021,2224,-0.06476030277544154,-154,"Seattle MD<br>2021: 2.2k, -6.5%"
Seattle MD,NA,NA,Average Annual Employment,2002,1837,NA,NA,NA
Seattle MD,NA,NA,Average Annual Employment,2003,1646,-0.10397387044093631,-191,"Seattle MD<br>2003: 1.6k, -10.4%"
Seattle MD,NA,NA,Average Annual Employment,2004,1445,-0.12211421628189545,-201,"Seattle MD<br>2004: 1.4k, -12.2%"
Seattle MD,NA,NA,Average Annual Employment,2005,1356,-0.06159169550173016,-89,"Seattle MD<br>2005: 1.4k, -6.2%"
Seattle MD,NA,NA,Average Annual Employment,2006,1429,0.053834808259586975,73,"Seattle MD<br>2006: 1.4k, 5.4%"
Seattle MD,NA,NA,Average Annual Employment,2007,1492.25,0.044261721483555005,63.25,"Seattle MD<br>2007: 1.5k, 4.4%"
Seattle MD,NA,NA,Average Annual Employment,2008,1524.3333333333333,0.021499972077958285,32.08333333333326,"Seattle MD<br>2008: 1.5k, 2.1%"
Seattle MD,NA,NA,Average Annual Employment,2009,1566,0.0273343538158759,41.66666666666674,"Seattle MD<br>2009: 1.6k, 2.7%"
Seattle MD,NA,NA,Average Annual Employment,2010,1828,0.16730523627075344,262,"Seattle MD<br>2010: 1.8k, 16.7%"
Seattle MD,NA,NA,Average Annual Employment,2011,1630,-0.10831509846827136,-198,"Seattle MD<br>2011: 1.6k, -10.8%"
Seattle MD,NA,NA,Average Annual Employment,2012,1673,0.02638036809815958,43,"Seattle MD<br>2012: 1.7k, 2.6%"
Seattle MD,NA,NA,Average Annual Employment,2013,1641,-0.019127316198445876,-32,"Seattle MD<br>2013: 1.6k, -1.9%"
Seattle MD,NA,NA,Average Annual Employment,2014,1581,-0.03656307129798908,-60,"Seattle MD<br>2014: 1.6k, -3.7%"
Seattle MD,NA,NA,Average Annual Employment,2015,43259,26.3617963314358,41678,"Seattle MD<br>2015: 43.3k, 2 636.2%"
Seattle MD,NA,NA,Average Annual Employment,2016,1821,-0.9579047134700294,-41438,"Seattle MD<br>2016: 1.8k, -95.8%"
Seattle MD,NA,NA,Average Annual Employment,2017,7640,3.1954969796814936,5819,"Seattle MD<br>2017: 7.6k, 319.5%"
Seattle MD,NA,NA,Average Annual Employment,2018,2270,-0.7028795811518325,-5370,"Seattle MD<br>2018: 2.3k, -70.3%"
Seattle MD,NA,NA,Average Annual Employment,2019,2373,0.04537444933920698,103,"Seattle MD<br>2019: 2.4k, 4.5%"
Seattle MD,NA,NA,Average Annual Employment,2020,2332,-0.017277707543194243,-41,"Seattle MD<br>2020: 2.3k, -1.7%"
Seattle MD,NA,NA,Average Annual Employment,2021,2294,-0.016295025728988,-38,"Seattle MD<br>2021: 2.3k, -1.6%"
King County,TTL,Total Nonfarm,Mar Employment,2002,1093690,NA,NA,NA
King County,TTL,Total Nonfarm,Mar Employment,2003,1074388,-0.017648511004032197,-19302,"King County<br>2003: 1 074.4k, -1.8%"
King County,TTL,Total Nonfarm,Mar Employment,2004,1077495,0.002891878911529089,3107,"King County<br>2004: 1 077.5k, 0.3%"
King County,TTL,Total Nonfarm,Mar Employment,2005,1094264,0.01556294924802426,16769,"King County<br>2005: 1 094.3k, 1.6%"
King County,TTL,Total Nonfarm,Mar Employment,2006,1127689,0.03054564529217818,33425,"King County<br>2006: 1 127.7k, 3.1%"
King County,TTL,Total Nonfarm,Mar Employment,2007,1157011,0.026001849800787236,29322,"King County<br>2007: 1 157.0k, 2.6%"
King County,TTL,Total Nonfarm,Mar Employment,2008,1183982,0.023310927899561795,26971,"King County<br>2008: 1 184.0k, 2.3%"
King County,TTL,Total Nonfarm,Mar Employment,2009,1137479,-0.03927677954563502,-46503,"King County<br>2009: 1 137.5k, -3.9%"
King County,TTL,Total Nonfarm,Mar Employment,2010,1099720,-0.03319533811173658,-37759,"King County<br>2010: 1 099.7k, -3.3%"
King County,TTL,Total Nonfarm,Mar Employment,2011,1116979,0.015693994835048963,17259,"King County<br>2011: 1 117.0k, 1.6%"
King County,TTL,Total Nonfarm,Mar Employment,2012,1142577,0.02291717212230493,25598,"King County<br>2012: 1 142.6k, 2.3%"
King County,TTL,Total Nonfarm,Mar Employment,2013,1175932,0.029192780880413327,33355,"King County<br>2013: 1 175.9k, 2.9%"
King County,TTL,Total Nonfarm,Mar Employment,2014,1214854,0.033098852654745325,38922,"King County<br>2014: 1 214.9k, 3.3%"
King County,TTL,Total Nonfarm,Mar Employment,2015,1252463,0.030957629476463744,37609,"King County<br>2015: 1 252.5k, 3.1%"
King County,TTL,Total Nonfarm,Mar Employment,2016,1292472,0.031944257035936285,40009,"King County<br>2016: 1 292.5k, 3.2%"
King County,TTL,Total Nonfarm,Mar Employment,2017,1335408,0.03322006202068595,42936,"King County<br>2017: 1 335.4k, 3.3%"
King County,TTL,Total Nonfarm,Mar Employment,2018,1373799,0.028748517307070287,38391,"King County<br>2018: 1 373.8k, 2.9%"
King County,TTL,Total Nonfarm,Mar Employment,2019,1411005,0.027082564479956606,37206,"King County<br>2019: 1 411.0k, 2.7%"
King County,TTL,Total Nonfarm,Mar Employment,2020,1430940,0.014128227752559397,19935,"King County<br>2020: 1 430.9k, 1.4%"
King County,TTL,Total Nonfarm,Mar Employment,2021,1341586,-0.06244426740464315,-89354,"King County<br>2021: 1 341.6k, -6.2%"
King County,TTL,Total Nonfarm,Average Annual Employment,2002,1102678,NA,NA,NA
King County,TTL,Total Nonfarm,Average Annual Employment,2003,1087482,-0.013780994995819307,-15196,"King County<br>2003: 1 087.5k, -1.4%"
King County,TTL,Total Nonfarm,Average Annual Employment,2004,1093699,0.005716876233353707,6217,"King County<br>2004: 1 093.7k, 0.6%"
King County,TTL,Total Nonfarm,Average Annual Employment,2005,1116590,0.020929890216595304,22891,"King County<br>2005: 1 116.6k, 2.1%"
King County,TTL,Total Nonfarm,Average Annual Employment,2006,1150083,0.02999579075578329,33493,"King County<br>2006: 1 150.1k, 3.0%"
King County,TTL,Total Nonfarm,Average Annual Employment,2007,1173578.8333333333,0.02042968492998609,23495.833333333256,"King County<br>2007: 1 173.6k, 2.0%"
King County,TTL,Total Nonfarm,Average Annual Employment,2008,1189547.5833333333,0.01360688310528202,15968.75,"King County<br>2008: 1 189.5k, 1.4%"
King County,TTL,Total Nonfarm,Average Annual Employment,2009,1130811,-0.04937724573298907,-58736.583333333256,"King County<br>2009: 1 130.8k, -4.9%"
King County,TTL,Total Nonfarm,Average Annual Employment,2010,1116613,-0.01255559063362488,-14198,"King County<br>2010: 1 116.6k, -1.3%"
King County,TTL,Total Nonfarm,Average Annual Employment,2011,1137311,0.018536413242546956,20698,"King County<br>2011: 1 137.3k, 1.9%"
King County,TTL,Total Nonfarm,Average Annual Employment,2012,1163214,0.022775652394112056,25903,"King County<br>2012: 1 163.2k, 2.3%"
King County,TTL,Total Nonfarm,Average Annual Employment,2013,1198734,0.0305360836441102,35520,"King County<br>2013: 1 198.7k, 3.1%"
King County,TTL,Total Nonfarm,Average Annual Employment,2014,1237614,0.03243421810009561,38880,"King County<br>2014: 1 237.6k, 3.2%"
King County,TTL,Total Nonfarm,Average Annual Employment,2015,1274371,0.029699890272734564,36757,"King County<br>2015: 1 274.4k, 3.0%"
King County,TTL,Total Nonfarm,Average Annual Employment,2016,1315412,0.032204907362141766,41041,"King County<br>2016: 1 315.4k, 3.2%"
King County,TTL,Total Nonfarm,Average Annual Employment,2017,1355860,0.0307493013595741,40448,"King County<br>2017: 1 355.9k, 3.1%"
King County,TTL,Total Nonfarm,Average Annual Employment,2018,1393416,0.027699024973079744,37556,"King County<br>2018: 1 393.4k, 2.8%"
King County,TTL,Total Nonfarm,Average Annual Employment,2019,1433340,0.028651888596083364,39924,"King County<br>2019: 1 433.3k, 2.9%"
King County,TTL,Total Nonfarm,Average Annual Employment,2020,1350213,-0.05799531164971328,-83127,"King County<br>2020: 1 350.2k, -5.8%"
King County,TTL,Total Nonfarm,Average Annual Employment,2021,1379481,0.021676579917390804,29268,"King County<br>2021: 1 379.5k, 2.2%"
King County,"11, 21",Mining and Logging,Mar Employment,2002,NA,NA,NA,NA
King County,"11, 21",Mining and Logging,Mar Employment,2003,NA,NA,NA,NA
