data_source,area_label,naics_custom,naics_custom_label,measure,yr,lvl,gyy,dyy,hover_label
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2005,1354786,0.05457078805616966,70106,"Seattle MD<br>2005: 1 354.8k, 5.5%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2006,1356098,9.684186284770746e-4,1312,"Seattle MD<br>2006: 1 356.1k, 0.1%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2007,1415784,0.04401304330512978,59686,"Seattle MD<br>2007: 1 415.8k, 4.4%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2008,1451960,0.02555192034943187,36176,"Seattle MD<br>2008: 1 452.0k, 2.6%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2009,1379586,-0.04984572577756963,-72374,"Seattle MD<br>2009: 1 379.6k, -5.0%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2010,1334763,-0.03249018183715979,-44823,"Seattle MD<br>2010: 1 334.8k, -3.2%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2011,1357476,0.01701650405352861,22713,"Seattle MD<br>2011: 1 357.5k, 1.7%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2012,1403647,0.0340123876959888,46171,"Seattle MD<br>2012: 1 403.6k, 3.4%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2013,1435094,0.02240378100761808,31447,"Seattle MD<br>2013: 1 435.1k, 2.2%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2014,1477122,0.02928588649942098,42028,"Seattle MD<br>2014: 1 477.1k, 2.9%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2015,1524257,0.03191002503516982,47135,"Seattle MD<br>2015: 1 524.3k, 3.2%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2016,1572130,0.03140743326092643,47873,"Seattle MD<br>2016: 1 572.1k, 3.1%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2017,1618226,0.0293207304739429,46096,"Seattle MD<br>2017: 1 618.2k, 2.9%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2018,1658104,0.02464303502724596,39878,"Seattle MD<br>2018: 1 658.1k, 2.5%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2019,1700469,0.02555026705200647,42365,"Seattle MD<br>2019: 1 700.5k, 2.6%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2020,1723898,0.01377796360886329,23429,"Seattle MD<br>2020: 1 723.9k, 1.4%"
PSRC,Seattle MD,TTL,Total Nonfarm,Mar Employment,2021,1610960,-0.06551315681090175,-112938,"Seattle MD<br>2021: 1 611.0k, -6.6%"
ESD,Seattle MD,NA,NA,Mar Employment,2002,1877,NA,NA,NA
ESD,Seattle MD,NA,NA,Mar Employment,2003,1583,-0.1566329248801278,-294,"Seattle MD<br>2003: 1.6k, -15.7%"
ESD,Seattle MD,NA,NA,Mar Employment,2004,1416,-0.10549589387239422,-167,"Seattle MD<br>2004: 1.4k, -10.5%"
ESD,Seattle MD,NA,NA,Mar Employment,2005,1352,-0.04519774011299438,-64,"Seattle MD<br>2005: 1.4k, -4.5%"
ESD,Seattle MD,NA,NA,Mar Employment,2006,1404,0.03846153846153855,52,"Seattle MD<br>2006: 1.4k, 3.8%"
ESD,Seattle MD,NA,NA,Mar Employment,2007,1420,0.01139601139601143,16,"Seattle MD<br>2007: 1.4k, 1.1%"
ESD,Seattle MD,NA,NA,Mar Employment,2008,1538,0.08309859154929566,118,"Seattle MD<br>2008: 1.5k, 8.3%"
ESD,Seattle MD,NA,NA,Mar Employment,2009,1577,0.02535760728218461,39,"Seattle MD<br>2009: 1.6k, 2.5%"
ESD,Seattle MD,NA,NA,Mar Employment,2010,1817,0.15218769816106523,240,"Seattle MD<br>2010: 1.8k, 15.2%"
ESD,Seattle MD,NA,NA,Mar Employment,2011,1644,-0.0952118877270226,-173,"Seattle MD<br>2011: 1.6k, -9.5%"
ESD,Seattle MD,NA,NA,Mar Employment,2012,1671,0.01642335766423364,27,"Seattle MD<br>2012: 1.7k, 1.6%"
ESD,Seattle MD,NA,NA,Mar Employment,2013,1698,0.01615798922800726,27,"Seattle MD<br>2013: 1.7k, 1.6%"
ESD,Seattle MD,NA,NA,Mar Employment,2014,1600,-0.05771495877502941,-98,"Seattle MD<br>2014: 1.6k, -5.8%"
ESD,Seattle MD,NA,NA,Mar Employment,2015,45244,27.2775,43644,"Seattle MD<br>2015: 45.2k, 2 727.8%"
ESD,Seattle MD,NA,NA,Mar Employment,2016,1796,-0.9603041287242507,-43448,"Seattle MD<br>2016: 1.8k, -96.0%"
ESD,Seattle MD,NA,NA,Mar Employment,2017,1925,0.07182628062360807,129,"Seattle MD<br>2017: 1.9k, 7.2%"
ESD,Seattle MD,NA,NA,Mar Employment,2018,2155,0.11948051948051952,230,"Seattle MD<br>2018: 2.2k, 11.9%"
ESD,Seattle MD,NA,NA,Mar Employment,2019,2393,0.11044083526682136,238,"Seattle MD<br>2019: 2.4k, 11.0%"
ESD,Seattle MD,NA,NA,Mar Employment,2020,2378,-0.00626828249059752,-15,"Seattle MD<br>2020: 2.4k, -0.6%"
ESD,Seattle MD,NA,NA,Mar Employment,2021,2224,-0.06476030277544154,-154,"Seattle MD<br>2021: 2.2k, -6.5%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2002,1837,NA,NA,NA
ESD,Seattle MD,NA,NA,Average Annual Employment,2003,1646,-0.10397387044093633,-191,"Seattle MD<br>2003: 1.6k, -10.4%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2004,1445,-0.12211421628189544,-201,"Seattle MD<br>2004: 1.4k, -12.2%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2005,1356,-0.06159169550173016,-89,"Seattle MD<br>2005: 1.4k, -6.2%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2006,1429,0.05383480825958697,73,"Seattle MD<br>2006: 1.4k, 5.4%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2007,1492.25,0.044261721483555,63.25,"Seattle MD<br>2007: 1.5k, 4.4%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2008,1524.3333333333333,0.02149997207795828,32.08333333333326,"Seattle MD<br>2008: 1.5k, 2.1%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2009,1566,0.0273343538158759,41.66666666666674,"Seattle MD<br>2009: 1.6k, 2.7%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2010,1828,0.16730523627075344,262,"Seattle MD<br>2010: 1.8k, 16.7%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2011,1630,-0.10831509846827136,-198,"Seattle MD<br>2011: 1.6k, -10.8%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2012,1673,0.02638036809815958,43,"Seattle MD<br>2012: 1.7k, 2.6%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2013,1641,-0.01912731619844587,-32,"Seattle MD<br>2013: 1.6k, -1.9%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2014,1581,-0.03656307129798908,-60,"Seattle MD<br>2014: 1.6k, -3.7%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2015,43259,26.3617963314358,41678,"Seattle MD<br>2015: 43.3k, 2 636.2%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2016,1821,-0.9579047134700294,-41438,"Seattle MD<br>2016: 1.8k, -95.8%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2017,7640,3.1954969796814936,5819,"Seattle MD<br>2017: 7.6k, 319.5%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2018,2270,-0.7028795811518325,-5370,"Seattle MD<br>2018: 2.3k, -70.3%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2019,2373,0.04537444933920698,103,"Seattle MD<br>2019: 2.4k, 4.5%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2020,2332,-0.01727770754319424,-41,"Seattle MD<br>2020: 2.3k, -1.7%"
ESD,Seattle MD,NA,NA,Average Annual Employment,2021,2294,-0.016295025728988,-38,"Seattle MD<br>2021: 2.3k, -1.6%"
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2002,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2003,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2004,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2005,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2006,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2007,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2008,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2009,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2010,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2011,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2012,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2013,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2014,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2015,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2016,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2017,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2018,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2019,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2020,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Mar Employment,2021,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2002,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2003,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2004,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2005,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2006,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2007,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2008,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2009,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2010,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2011,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2012,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2013,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2014,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2015,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2016,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2017,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2018,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2019,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2020,NA,NA,NA,NA
ESD,King County,"11, 21",Mining and Logging,Average Annual Employment,2021,NA,NA,NA,NA
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2000,3642,NA,NA,NA
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2001,3705,0.01729818780889624,63,"King County<br>2001: 3.7k, 1.7%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2002,3616,-0.02402159244264512,-89,"King County<br>2002: 3.6k, -2.4%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2003,3400,-0.05973451327433632,-216,"King County<br>2003: 3.4k, -6.0%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2004,3363,-0.01088235294117645,-37,"King County<br>2004: 3.4k, -1.1%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2005,3188,-0.05203687184061845,-175,"King County<br>2005: 3.2k, -5.2%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2006,3097,-0.02854454203262235,-91,"King County<br>2006: 3.1k, -2.9%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2007,3022,-0.02421698417823703,-75,"King County<br>2007: 3.0k, -2.4%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2008,3027,0.00165453342157517,5,"King County<br>2008: 3.0k, 0.2%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2009,2626,-0.13247439709283115,-401,"King County<br>2009: 2.6k, -13.2%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2010,2661,0.0133282559025134,35,"King County<br>2010: 2.7k, 1.3%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2011,2536,-0.04697482149567833,-125,"King County<br>2011: 2.5k, -4.7%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2012,2679,0.05638801261829651,143,"King County<br>2012: 2.7k, 5.6%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2013,2481,-0.07390817469204924,-198,"King County<br>2013: 2.5k, -7.4%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2014,2433,-0.01934703748488508,-48,"King County<br>2014: 2.4k, -1.9%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2015,2470,0.01520756267981915,37,"King County<br>2015: 2.5k, 1.5%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2016,2878,0.16518218623481773,408,"King County<br>2016: 2.9k, 16.5%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2017,2825,-0.01841556636553165,-53,"King County<br>2017: 2.8k, -1.8%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2018,2844,0.00672566371681426,19,"King County<br>2018: 2.8k, 0.7%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2019,2664,-0.06329113924050633,-180,"King County<br>2019: 2.7k, -6.3%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2020,2625,-0.01463963963963965,-39,"King County<br>2020: 2.6k, -1.5%"
PSRC,King County,"11, 21",Mining and Logging,Mar Employment,2021,2747,0.04647619047619056,122,"King County<br>2021: 2.7k, 4.6%"
ESD,King County,23,Construction,Mar Employment,2002,53829,NA,NA,NA
ESD,King County,23,Construction,Mar Employment,2003,51130,-0.05014025896821417,-2699,"King County<br>2003: 51.1k, -5.0%"
ESD,King County,23,Construction,Mar Employment,2004,53792,0.05206336788578136,2662,"King County<br>2004: 53.8k, 5.2%"
ESD,King County,23,Construction,Mar Employment,2005,55960,0.04030339083878642,2168,"King County<br>2005: 56.0k, 4.0%"
ESD,King County,23,Construction,Mar Employment,2006,62693,0.12031808434596147,6733,"King County<br>2006: 62.7k, 12.0%"
ESD,King County,23,Construction,Mar Employment,2007,68482,0.09233885760770733,5789,"King County<br>2007: 68.5k, 9.2%"
ESD,King County,23,Construction,Mar Employment,2008,70792,0.03373149148681409,2310,"King County<br>2008: 70.8k, 3.4%"
ESD,King County,23,Construction,Mar Employment,2009,57016,-0.1945982596903605,-13776,"King County<br>2009: 57.0k, -19.5%"
ESD,King County,23,Construction,Mar Employment,2010,45732,-0.19790935877648377,-11284,"King County<br>2010: 45.7k, -19.8%"
ESD,King County,23,Construction,Mar Employment,2011,43528,-0.04819382489285406,-2204,"King County<br>2011: 43.5k, -4.8%"
ESD,King County,23,Construction,Mar Employment,2012,44945,0.032553758500275753,1417,"King County<br>2012: 44.9k, 3.3%"
ESD,King County,23,Construction,Mar Employment,2013,49934,0.11100233618867494,4989,"King County<br>2013: 49.9k, 11.1%"
ESD,King County,23,Construction,Mar Employment,2014,53484,0.07109384387391349,3550,"King County<br>2014: 53.5k, 7.1%"
ESD,King County,23,Construction,Mar Employment,2015,60777,0.13635853713260038,7293,"King County<br>2015: 60.8k, 13.6%"
ESD,King County,23,Construction,Mar Employment,2016,64586,0.0626717343732004,3809,"King County<br>2016: 64.6k, 6.3%"
ESD,King County,23,Construction,Mar Employment,2017,68163,0.05538351964822108,3577,"King County<br>2017: 68.2k, 5.5%"
ESD,King County,23,Construction,Mar Employment,2018,71510,0.04910288572979482,3347,"King County<br>2018: 71.5k, 4.9%"
ESD,King County,23,Construction,Mar Employment,2019,73558,0.02863935113970073,2048,"King County<br>2019: 73.6k, 2.9%"
ESD,King County,23,Construction,Mar Employment,2020,74949,0.01891024769569593,1391,"King County<br>2020: 74.9k, 1.9%"
ESD,King County,23,Construction,Mar Employment,2021,74145,-0.01072729456030097,-804,"King County<br>2021: 74.1k, -1.1%"
ESD,King County,23,Construction,Average Annual Employment,2002,55665,NA,NA,NA
ESD,King County,23,Construction,Average Annual Employment,2003,54013,-0.02967753525554661,-1652,"King County<br>2003: 54.0k, -3.0%"
ESD,King County,23,Construction,Average Annual Employment,2004,55832,0.03367707774054396,1819,"King County<br>2004: 55.8k, 3.4%"
ESD,King County,23,Construction,Average Annual Employment,2005,59855,0.07205545207049724,4023,"King County<br>2005: 59.9k, 7.2%"
ESD,King County,23,Construction,Average Annual Employment,2006,66644,0.1134241082616323,6789,"King County<br>2006: 66.6k, 11.3%"
ESD,King County,23,Construction,Average Annual Employment,2007,71379.83333333333,0.07106166096472788,4735.8333333333285,"King County<br>2007: 71.4k, 7.1%"
ESD,King County,23,Construction,Average Annual Employment,2008,70309.91666666667,-0.0149890608691996,-1069.916666666657,"King County<br>2008: 70.3k, -1.5%"
ESD,King County,23,Construction,Average Annual Employment,2009,54783,-0.220835372914442,-15526.916666666672,"King County<br>2009: 54.8k, -22.1%"
ESD,King County,23,Construction,Average Annual Employment,2010,47208,-0.13827282186079626,-7575,"King County<br>2010: 47.2k, -13.8%"
ESD,King County,23,Construction,Average Annual Employment,2011,46069,-0.02412726656498898,-1139,"King County<br>2011: 46.1k, -2.4%"
ESD,King County,23,Construction,Average Annual Employment,2012,48425,0.05114068028392204,2356,"King County<br>2012: 48.4k, 5.1%"
ESD,King County,23,Construction,Average Annual Employment,2013,52516,0.08448115642746523,4091,"King County<br>2013: 52.5k, 8.4%"
ESD,King County,23,Construction,Average Annual Employment,2014,57072,0.08675451291035108,4556,"King County<br>2014: 57.1k, 8.7%"
ESD,King County,23,Construction,Average Annual Employment,2015,62948,0.10295766750770952,5876,"King County<br>2015: 62.9k, 10.3%"
ESD,King County,23,Construction,Average Annual Employment,2016,66789,0.06101861854228896,3841,"King County<br>2016: 66.8k, 6.1%"
ESD,King County,23,Construction,Average Annual Employment,2017,69891,0.04644477384000356,3102,"King County<br>2017: 69.9k, 4.6%"
ESD,King County,23,Construction,Average Annual Employment,2018,73615,0.05328296919488928,3724,"King County<br>2018: 73.6k, 5.3%"
ESD,King County,23,Construction,Average Annual Employment,2019,74815,0.01630102560619439,1200,"King County<br>2019: 74.8k, 1.6%"
ESD,King County,23,Construction,Average Annual Employment,2020,72075,-0.03662367172358483,-2740,"King County<br>2020: 72.1k, -3.7%"
ESD,King County,23,Construction,Average Annual Employment,2021,75296,0.04468955948664588,3221,"King County<br>2021: 75.3k, 4.5%"
PSRC,King County,23,Construction,Mar Employment,2000,60607,NA,NA,NA
PSRC,King County,23,Construction,Mar Employment,2001,60829,0.00366294322437998,222,"King County<br>2001: 60.8k, 0.4%"
PSRC,King County,23,Construction,Mar Employment,2002,53597,-0.11889066070459808,-7232,"King County<br>2002: 53.6k, -11.9%"
PSRC,King County,23,Construction,Mar Employment,2003,51036,-0.04778252514133252,-2561,"King County<br>2003: 51.0k, -4.8%"
PSRC,King County,23,Construction,Mar Employment,2004,53689,0.05198291402147514,2653,"King County<br>2004: 53.7k, 5.2%"
PSRC,King County,23,Construction,Mar Employment,2005,56497,0.05230121626403927,2808,"King County<br>2005: 56.5k, 5.2%"
PSRC,King County,23,Construction,Mar Employment,2006,62866,0.11273164946811344,6369,"King County<br>2006: 62.9k, 11.3%"
PSRC,King County,23,Construction,Mar Employment,2007,68623,0.09157573251041896,5757,"King County<br>2007: 68.6k, 9.2%"
PSRC,King County,23,Construction,Mar Employment,2008,70989,0.0344782361598881,2366,"King County<br>2008: 71.0k, 3.4%"
PSRC,King County,23,Construction,Mar Employment,2009,57091,-0.19577681049176632,-13898,"King County<br>2009: 57.1k, -19.6%"
PSRC,King County,23,Construction,Mar Employment,2010,45787,-0.19799968471387783,-11304,"King County<br>2010: 45.8k, -19.8%"
PSRC,King County,23,Construction,Mar Employment,2011,43442,-0.05121541048769296,-2345,"King County<br>2011: 43.4k, -5.1%"
PSRC,King County,23,Construction,Mar Employment,2012,44929,0.03422954744256712,1487,"King County<br>2012: 44.9k, 3.4%"
PSRC,King County,23,Construction,Mar Employment,2013,49894,0.110507689910748,4965,"King County<br>2013: 49.9k, 11.1%"
PSRC,King County,23,Construction,Mar Employment,2014,53308,0.06842506112959468,3414,"King County<br>2014: 53.3k, 6.8%"
PSRC,King County,23,Construction,Mar Employment,2015,60798,0.140504239513769,7490,"King County<br>2015: 60.8k, 14.1%"
PSRC,King County,23,Construction,Mar Employment,2016,64601,0.06255139971709589,3803,"King County<br>2016: 64.6k, 6.3%"
PSRC,King County,23,Construction,Mar Employment,2017,68207,0.05581956935651155,3606,"King County<br>2017: 68.2k, 5.6%"
PSRC,King County,23,Construction,Mar Employment,2018,71498,0.04825017960033428,3291,"King County<br>2018: 71.5k, 4.8%"
PSRC,King County,23,Construction,Mar Employment,2019,73696,0.03074211866066178,2198,"King County<br>2019: 73.7k, 3.1%"
PSRC,King County,23,Construction,Mar Employment,2020,75112,0.01921406860616592,1416,"King County<br>2020: 75.1k, 1.9%"
PSRC,King County,23,Construction,Mar Employment,2021,74120,-0.01320694429651725,-992,"King County<br>2021: 74.1k, -1.3%"
ESD,King County,31-33,Manufacturing,Mar Employment,2002,119423,NA,NA,NA
ESD,King County,31-33,Manufacturing,Mar Employment,2003,105676,-0.1151118293796003,-13747,"King County<br>2003: 105.7k, -11.5%"
ESD,King County,31-33,Manufacturing,Mar Employment,2004,101354,-0.04089859570763465,-4322,"King County<br>2004: 101.4k, -4.1%"
ESD,King County,31-33,Manufacturing,Mar Employment,2005,104127,0.02735955167038306,2773,"King County<br>2005: 104.1k, 2.7%"
ESD,King County,31-33,Manufacturing,Mar Employment,2006,109602,0.05258002247255744,5475,"King County<br>2006: 109.6k, 5.3%"
ESD,King County,31-33,Manufacturing,Mar Employment,2007,111113,0.0137862447765551,1511,"King County<br>2007: 111.1k, 1.4%"
ESD,King County,31-33,Manufacturing,Mar Employment,2008,112483,0.0123297903935633,1370,"King County<br>2008: 112.5k, 1.2%"
ESD,King County,31-33,Manufacturing,Mar Employment,2009,104253,-0.07316661184356743,-8230,"King County<br>2009: 104.3k, -7.3%"
ESD,King County,31-33,Manufacturing,Mar Employment,2010,96799,-0.07149914151151526,-7454,"King County<br>2010: 96.8k, -7.1%"
ESD,King County,31-33,Manufacturing,Mar Employment,2011,97864,0.0110021797745845,1065,"King County<br>2011: 97.9k, 1.1%"
ESD,King County,31-33,Manufacturing,Mar Employment,2012,101121,0.03328087958799974,3257,"King County<br>2012: 101.1k, 3.3%"
ESD,King County,31-33,Manufacturing,Mar Employment,2013,104084,0.02930152985037737,2963,"King County<br>2013: 104.1k, 2.9%"
ESD,King County,31-33,Manufacturing,Mar Employment,2014,105024,0.00903116713423779,940,"King County<br>2014: 105.0k, 0.9%"
ESD,King County,31-33,Manufacturing,Mar Employment,2015,106575,0.01476805301645334,1551,"King County<br>2015: 106.6k, 1.5%"
ESD,King County,31-33,Manufacturing,Mar Employment,2016,105031,-0.01448745015247476,-1544,"King County<br>2016: 105.0k, -1.4%"
ESD,King County,31-33,Manufacturing,Mar Employment,2017,101525,-0.03338062095952621,-3506,"King County<br>2017: 101.5k, -3.3%"
ESD,King County,31-33,Manufacturing,Mar Employment,2018,101088,-0.0043043585323812,-437,"King County<br>2018: 101.1k, -0.4%"
ESD,King County,31-33,Manufacturing,Mar Employment,2019,105228,0.04095441595441596,4140,"King County<br>2019: 105.2k, 4.1%"
ESD,King County,31-33,Manufacturing,Mar Employment,2020,100991,-0.0402649484927966,-4237,"King County<br>2020: 101.0k, -4.0%"
ESD,King County,31-33,Manufacturing,Mar Employment,2021,87412,-0.13445752591815108,-13579,"King County<br>2021: 87.4k, -13.4%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2002,117068,NA,NA,NA
ESD,King County,31-33,Manufacturing,Average Annual Employment,2003,104317,-0.10891960228243414,-12751,"King County<br>2003: 104.3k, -10.9%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2004,102096,-0.021290873012069,-2221,"King County<br>2004: 102.1k, -2.1%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2005,105569,0.0340170036044507,3473,"King County<br>2005: 105.6k, 3.4%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2006,111210,0.05343424679593434,5641,"King County<br>2006: 111.2k, 5.3%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2007,111898.75,0.00619323801816373,688.75,"King County<br>2007: 111.9k, 0.6%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2008,110885.25,-0.00905729509936437,-1013.5,"King County<br>2008: 110.9k, -0.9%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2009,102183,-0.07847977977233223,-8702.25,"King County<br>2009: 102.2k, -7.8%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2010,97188,-0.04888288658583129,-4995,"King County<br>2010: 97.2k, -4.9%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2011,99547,0.02427254393546518,2359,"King County<br>2011: 99.5k, 2.4%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2012,102536,0.03002601786090997,2989,"King County<br>2012: 102.5k, 3.0%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2013,104961,0.02365023016306477,2425,"King County<br>2013: 105.0k, 2.4%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2014,105764,0.00765046064728802,803,"King County<br>2014: 105.8k, 0.8%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2015,106258,0.00467077644567148,494,"King County<br>2015: 106.3k, 0.5%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2016,104224,-0.01914208812512941,-2034,"King County<br>2016: 104.2k, -1.9%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2017,101820,-0.0230657046361683,-2404,"King County<br>2017: 101.8k, -2.3%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2018,102110,0.00284816342565319,290,"King County<br>2018: 102.1k, 0.3%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2019,105271,0.03095681128195093,3161,"King County<br>2019: 105.3k, 3.1%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2020,94424,-0.10303882360764129,-10847,"King County<br>2020: 94.4k, -10.3%"
ESD,King County,31-33,Manufacturing,Average Annual Employment,2021,88151,-0.06643438108955346,-6273,"King County<br>2021: 88.2k, -6.6%"
PSRC,King County,31-33,Manufacturing,Mar Employment,2000,139551,NA,NA,NA
PSRC,King County,31-33,Manufacturing,Mar Employment,2001,132336,-0.05170152847346132,-7215,"King County<br>2001: 132.3k, -5.2%"
PSRC,King County,31-33,Manufacturing,Mar Employment,2002,119423,-0.09757737879337448,-12913,"King County<br>2002: 119.4k, -9.8%"
