yearm,var_code,area_code,var_stub,data_survey,seas,measure,value,area_label,data_survey_label,data_survey_type,data_survey_type_label,hover_label
Nov 2010,US_N_CES_SA,US,N,CES,SA,dmm,125,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2010</b>, United States, <b>CES SA</b><br>125.0"
Dec 2010,US_N_CES_SA,US,N,CES,SA,lvl,130822,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2010</b>, United States, <b>CES SA</b><br>130 822.0"
Dec 2010,US_N_CES_SA,US,N,CES,SA,dmm,72,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2010</b>, United States, <b>CES SA</b><br>72.0"
Jan 2011,US_N_CES_SA,US,N,CES,SA,lvl,130841,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2011</b>, United States, <b>CES SA</b><br>130 841.0"
Jan 2011,US_N_CES_SA,US,N,CES,SA,dmm,19,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2011</b>, United States, <b>CES SA</b><br>19.0"
Feb 2011,US_N_CES_SA,US,N,CES,SA,lvl,131053,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2011</b>, United States, <b>CES SA</b><br>131 053.0"
Feb 2011,US_N_CES_SA,US,N,CES,SA,dmm,212,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2011</b>, United States, <b>CES SA</b><br>212.0"
Mar 2011,US_N_CES_SA,US,N,CES,SA,lvl,131288,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2011</b>, United States, <b>CES SA</b><br>131 288.0"
Mar 2011,US_N_CES_SA,US,N,CES,SA,dmm,235,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2011</b>, United States, <b>CES SA</b><br>235.0"
Apr 2011,US_N_CES_SA,US,N,CES,SA,lvl,131602,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2011</b>, United States, <b>CES SA</b><br>131 602.0"
Apr 2011,US_N_CES_SA,US,N,CES,SA,dmm,314,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2011</b>, United States, <b>CES SA</b><br>314.0"
May 2011,US_N_CES_SA,US,N,CES,SA,lvl,131703,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2011</b>, United States, <b>CES SA</b><br>131 703.0"
May 2011,US_N_CES_SA,US,N,CES,SA,dmm,101,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2011</b>, United States, <b>CES SA</b><br>101.0"
Jun 2011,US_N_CES_SA,US,N,CES,SA,lvl,131939,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2011</b>, United States, <b>CES SA</b><br>131 939.0"
Jun 2011,US_N_CES_SA,US,N,CES,SA,dmm,236,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2011</b>, United States, <b>CES SA</b><br>236.0"
Jul 2011,US_N_CES_SA,US,N,CES,SA,lvl,131999,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2011</b>, United States, <b>CES SA</b><br>131 999.0"
Jul 2011,US_N_CES_SA,US,N,CES,SA,dmm,60,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2011</b>, United States, <b>CES SA</b><br>60.0"
Aug 2011,US_N_CES_SA,US,N,CES,SA,lvl,132125,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2011</b>, United States, <b>CES SA</b><br>132 125.0"
Aug 2011,US_N_CES_SA,US,N,CES,SA,dmm,126,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2011</b>, United States, <b>CES SA</b><br>126.0"
Sep 2011,US_N_CES_SA,US,N,CES,SA,lvl,132358,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2011</b>, United States, <b>CES SA</b><br>132 358.0"
Sep 2011,US_N_CES_SA,US,N,CES,SA,dmm,233,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2011</b>, United States, <b>CES SA</b><br>233.0"
Oct 2011,US_N_CES_SA,US,N,CES,SA,lvl,132562,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2011</b>, United States, <b>CES SA</b><br>132 562.0"
Oct 2011,US_N_CES_SA,US,N,CES,SA,dmm,204,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2011</b>, United States, <b>CES SA</b><br>204.0"
Nov 2011,US_N_CES_SA,US,N,CES,SA,lvl,132694,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2011</b>, United States, <b>CES SA</b><br>132 694.0"
Nov 2011,US_N_CES_SA,US,N,CES,SA,dmm,132,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2011</b>, United States, <b>CES SA</b><br>132.0"
Dec 2011,US_N_CES_SA,US,N,CES,SA,lvl,132896,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2011</b>, United States, <b>CES SA</b><br>132 896.0"
Dec 2011,US_N_CES_SA,US,N,CES,SA,dmm,202,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2011</b>, United States, <b>CES SA</b><br>202.0"
Jan 2012,US_N_CES_SA,US,N,CES,SA,lvl,133250,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2012</b>, United States, <b>CES SA</b><br>133 250.0"
Jan 2012,US_N_CES_SA,US,N,CES,SA,dmm,354,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2012</b>, United States, <b>CES SA</b><br>354.0"
Feb 2012,US_N_CES_SA,US,N,CES,SA,lvl,133512,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2012</b>, United States, <b>CES SA</b><br>133 512.0"
Feb 2012,US_N_CES_SA,US,N,CES,SA,dmm,262,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2012</b>, United States, <b>CES SA</b><br>262.0"
Mar 2012,US_N_CES_SA,US,N,CES,SA,lvl,133752,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2012</b>, United States, <b>CES SA</b><br>133 752.0"
Mar 2012,US_N_CES_SA,US,N,CES,SA,dmm,240,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2012</b>, United States, <b>CES SA</b><br>240.0"
Apr 2012,US_N_CES_SA,US,N,CES,SA,lvl,133834,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2012</b>, United States, <b>CES SA</b><br>133 834.0"
Apr 2012,US_N_CES_SA,US,N,CES,SA,dmm,82,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2012</b>, United States, <b>CES SA</b><br>82.0"
May 2012,US_N_CES_SA,US,N,CES,SA,lvl,133934,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2012</b>, United States, <b>CES SA</b><br>133 934.0"
May 2012,US_N_CES_SA,US,N,CES,SA,dmm,100,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2012</b>, United States, <b>CES SA</b><br>100.0"
Jun 2012,US_N_CES_SA,US,N,CES,SA,lvl,134007,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2012</b>, United States, <b>CES SA</b><br>134 007.0"
Jun 2012,US_N_CES_SA,US,N,CES,SA,dmm,73,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2012</b>, United States, <b>CES SA</b><br>73.0"
Jul 2012,US_N_CES_SA,US,N,CES,SA,lvl,134159,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2012</b>, United States, <b>CES SA</b><br>134 159.0"
Jul 2012,US_N_CES_SA,US,N,CES,SA,dmm,152,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2012</b>, United States, <b>CES SA</b><br>152.0"
Aug 2012,US_N_CES_SA,US,N,CES,SA,lvl,134331,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2012</b>, United States, <b>CES SA</b><br>134 331.0"
Aug 2012,US_N_CES_SA,US,N,CES,SA,dmm,172,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2012</b>, United States, <b>CES SA</b><br>172.0"
Sep 2012,US_N_CES_SA,US,N,CES,SA,lvl,134518,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2012</b>, United States, <b>CES SA</b><br>134 518.0"
Sep 2012,US_N_CES_SA,US,N,CES,SA,dmm,187,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2012</b>, United States, <b>CES SA</b><br>187.0"
Oct 2012,US_N_CES_SA,US,N,CES,SA,lvl,134677,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2012</b>, United States, <b>CES SA</b><br>134 677.0"
Oct 2012,US_N_CES_SA,US,N,CES,SA,dmm,159,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2012</b>, United States, <b>CES SA</b><br>159.0"
Nov 2012,US_N_CES_SA,US,N,CES,SA,lvl,134833,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2012</b>, United States, <b>CES SA</b><br>134 833.0"
Nov 2012,US_N_CES_SA,US,N,CES,SA,dmm,156,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2012</b>, United States, <b>CES SA</b><br>156.0"
Dec 2012,US_N_CES_SA,US,N,CES,SA,lvl,135072,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2012</b>, United States, <b>CES SA</b><br>135 072.0"
Dec 2012,US_N_CES_SA,US,N,CES,SA,dmm,239,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2012</b>, United States, <b>CES SA</b><br>239.0"
Jan 2013,US_N_CES_SA,US,N,CES,SA,lvl,135263,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2013</b>, United States, <b>CES SA</b><br>135 263.0"
Jan 2013,US_N_CES_SA,US,N,CES,SA,dmm,191,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2013</b>, United States, <b>CES SA</b><br>191.0"
Feb 2013,US_N_CES_SA,US,N,CES,SA,lvl,135541,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2013</b>, United States, <b>CES SA</b><br>135 541.0"
Feb 2013,US_N_CES_SA,US,N,CES,SA,dmm,278,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2013</b>, United States, <b>CES SA</b><br>278.0"
Mar 2013,US_N_CES_SA,US,N,CES,SA,lvl,135680,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2013</b>, United States, <b>CES SA</b><br>135 680.0"
Mar 2013,US_N_CES_SA,US,N,CES,SA,dmm,139,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2013</b>, United States, <b>CES SA</b><br>139.0"
Apr 2013,US_N_CES_SA,US,N,CES,SA,lvl,135871,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2013</b>, United States, <b>CES SA</b><br>135 871.0"
Apr 2013,US_N_CES_SA,US,N,CES,SA,dmm,191,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2013</b>, United States, <b>CES SA</b><br>191.0"
May 2013,US_N_CES_SA,US,N,CES,SA,lvl,136093,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2013</b>, United States, <b>CES SA</b><br>136 093.0"
May 2013,US_N_CES_SA,US,N,CES,SA,dmm,222,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2013</b>, United States, <b>CES SA</b><br>222.0"
Jun 2013,US_N_CES_SA,US,N,CES,SA,lvl,136274,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2013</b>, United States, <b>CES SA</b><br>136 274.0"
Jun 2013,US_N_CES_SA,US,N,CES,SA,dmm,181,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2013</b>, United States, <b>CES SA</b><br>181.0"
Jul 2013,US_N_CES_SA,US,N,CES,SA,lvl,136386,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2013</b>, United States, <b>CES SA</b><br>136 386.0"
Jul 2013,US_N_CES_SA,US,N,CES,SA,dmm,112,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2013</b>, United States, <b>CES SA</b><br>112.0"
Aug 2013,US_N_CES_SA,US,N,CES,SA,lvl,136628,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2013</b>, United States, <b>CES SA</b><br>136 628.0"
Aug 2013,US_N_CES_SA,US,N,CES,SA,dmm,242,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2013</b>, United States, <b>CES SA</b><br>242.0"
Sep 2013,US_N_CES_SA,US,N,CES,SA,lvl,136815,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2013</b>, United States, <b>CES SA</b><br>136 815.0"
Sep 2013,US_N_CES_SA,US,N,CES,SA,dmm,187,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2013</b>, United States, <b>CES SA</b><br>187.0"
Oct 2013,US_N_CES_SA,US,N,CES,SA,lvl,137040,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2013</b>, United States, <b>CES SA</b><br>137 040.0"
Oct 2013,US_N_CES_SA,US,N,CES,SA,dmm,225,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2013</b>, United States, <b>CES SA</b><br>225.0"
Nov 2013,US_N_CES_SA,US,N,CES,SA,lvl,137304,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2013</b>, United States, <b>CES SA</b><br>137 304.0"
Nov 2013,US_N_CES_SA,US,N,CES,SA,dmm,264,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2013</b>, United States, <b>CES SA</b><br>264.0"
Dec 2013,US_N_CES_SA,US,N,CES,SA,lvl,137373,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2013</b>, United States, <b>CES SA</b><br>137 373.0"
Dec 2013,US_N_CES_SA,US,N,CES,SA,dmm,69,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2013</b>, United States, <b>CES SA</b><br>69.0"
Jan 2014,US_N_CES_SA,US,N,CES,SA,lvl,137548,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2014</b>, United States, <b>CES SA</b><br>137 548.0"
Jan 2014,US_N_CES_SA,US,N,CES,SA,dmm,175,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2014</b>, United States, <b>CES SA</b><br>175.0"
Feb 2014,US_N_CES_SA,US,N,CES,SA,lvl,137714,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2014</b>, United States, <b>CES SA</b><br>137 714.0"
Feb 2014,US_N_CES_SA,US,N,CES,SA,dmm,166,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2014</b>, United States, <b>CES SA</b><br>166.0"
Mar 2014,US_N_CES_SA,US,N,CES,SA,lvl,137968,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2014</b>, United States, <b>CES SA</b><br>137 968.0"
Mar 2014,US_N_CES_SA,US,N,CES,SA,dmm,254,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2014</b>, United States, <b>CES SA</b><br>254.0"
Apr 2014,US_N_CES_SA,US,N,CES,SA,lvl,138293,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2014</b>, United States, <b>CES SA</b><br>138 293.0"
Apr 2014,US_N_CES_SA,US,N,CES,SA,dmm,325,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2014</b>, United States, <b>CES SA</b><br>325.0"
May 2014,US_N_CES_SA,US,N,CES,SA,lvl,138511,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2014</b>, United States, <b>CES SA</b><br>138 511.0"
May 2014,US_N_CES_SA,US,N,CES,SA,dmm,218,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2014</b>, United States, <b>CES SA</b><br>218.0"
Jun 2014,US_N_CES_SA,US,N,CES,SA,lvl,138837,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2014</b>, United States, <b>CES SA</b><br>138 837.0"
Jun 2014,US_N_CES_SA,US,N,CES,SA,dmm,326,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2014</b>, United States, <b>CES SA</b><br>326.0"
Jul 2014,US_N_CES_SA,US,N,CES,SA,lvl,139069,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2014</b>, United States, <b>CES SA</b><br>139 069.0"
Jul 2014,US_N_CES_SA,US,N,CES,SA,dmm,232,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2014</b>, United States, <b>CES SA</b><br>232.0"
Aug 2014,US_N_CES_SA,US,N,CES,SA,lvl,139257,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2014</b>, United States, <b>CES SA</b><br>139 257.0"
Aug 2014,US_N_CES_SA,US,N,CES,SA,dmm,188,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2014</b>, United States, <b>CES SA</b><br>188.0"
Sep 2014,US_N_CES_SA,US,N,CES,SA,lvl,139566,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2014</b>, United States, <b>CES SA</b><br>139 566.0"
Sep 2014,US_N_CES_SA,US,N,CES,SA,dmm,309,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2014</b>, United States, <b>CES SA</b><br>309.0"
Oct 2014,US_N_CES_SA,US,N,CES,SA,lvl,139818,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2014</b>, United States, <b>CES SA</b><br>139 818.0"
Oct 2014,US_N_CES_SA,US,N,CES,SA,dmm,252,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2014</b>, United States, <b>CES SA</b><br>252.0"
Nov 2014,US_N_CES_SA,US,N,CES,SA,lvl,140109,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2014</b>, United States, <b>CES SA</b><br>140 109.0"
Nov 2014,US_N_CES_SA,US,N,CES,SA,dmm,291,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2014</b>, United States, <b>CES SA</b><br>291.0"
Dec 2014,US_N_CES_SA,US,N,CES,SA,lvl,140377,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2014</b>, United States, <b>CES SA</b><br>140 377.0"
Dec 2014,US_N_CES_SA,US,N,CES,SA,dmm,268,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2014</b>, United States, <b>CES SA</b><br>268.0"
Jan 2015,US_N_CES_SA,US,N,CES,SA,lvl,140568,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2015</b>, United States, <b>CES SA</b><br>140 568.0"
Jan 2015,US_N_CES_SA,US,N,CES,SA,dmm,191,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2015</b>, United States, <b>CES SA</b><br>191.0"
Feb 2015,US_N_CES_SA,US,N,CES,SA,lvl,140839,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2015</b>, United States, <b>CES SA</b><br>140 839.0"
Feb 2015,US_N_CES_SA,US,N,CES,SA,dmm,271,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2015</b>, United States, <b>CES SA</b><br>271.0"
Mar 2015,US_N_CES_SA,US,N,CES,SA,lvl,140910,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2015</b>, United States, <b>CES SA</b><br>140 910.0"
Mar 2015,US_N_CES_SA,US,N,CES,SA,dmm,71,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2015</b>, United States, <b>CES SA</b><br>71.0"
Apr 2015,US_N_CES_SA,US,N,CES,SA,lvl,141194,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2015</b>, United States, <b>CES SA</b><br>141 194.0"
Apr 2015,US_N_CES_SA,US,N,CES,SA,dmm,284,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2015</b>, United States, <b>CES SA</b><br>284.0"
May 2015,US_N_CES_SA,US,N,CES,SA,lvl,141525,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2015</b>, United States, <b>CES SA</b><br>141 525.0"
May 2015,US_N_CES_SA,US,N,CES,SA,dmm,331,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2015</b>, United States, <b>CES SA</b><br>331.0"
Jun 2015,US_N_CES_SA,US,N,CES,SA,lvl,141699,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2015</b>, United States, <b>CES SA</b><br>141 699.0"
Jun 2015,US_N_CES_SA,US,N,CES,SA,dmm,174,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2015</b>, United States, <b>CES SA</b><br>174.0"
Jul 2015,US_N_CES_SA,US,N,CES,SA,lvl,142001,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2015</b>, United States, <b>CES SA</b><br>142 001.0"
Jul 2015,US_N_CES_SA,US,N,CES,SA,dmm,302,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2015</b>, United States, <b>CES SA</b><br>302.0"
Aug 2015,US_N_CES_SA,US,N,CES,SA,lvl,142126,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2015</b>, United States, <b>CES SA</b><br>142 126.0"
Aug 2015,US_N_CES_SA,US,N,CES,SA,dmm,125,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2015</b>, United States, <b>CES SA</b><br>125.0"
Sep 2015,US_N_CES_SA,US,N,CES,SA,lvl,142281,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2015</b>, United States, <b>CES SA</b><br>142 281.0"
Sep 2015,US_N_CES_SA,US,N,CES,SA,dmm,155,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2015</b>, United States, <b>CES SA</b><br>155.0"
Oct 2015,US_N_CES_SA,US,N,CES,SA,lvl,142587,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2015</b>, United States, <b>CES SA</b><br>142 587.0"
Oct 2015,US_N_CES_SA,US,N,CES,SA,dmm,306,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2015</b>, United States, <b>CES SA</b><br>306.0"
Nov 2015,US_N_CES_SA,US,N,CES,SA,lvl,142824,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2015</b>, United States, <b>CES SA</b><br>142 824.0"
Nov 2015,US_N_CES_SA,US,N,CES,SA,dmm,237,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2015</b>, United States, <b>CES SA</b><br>237.0"
Dec 2015,US_N_CES_SA,US,N,CES,SA,lvl,143097,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2015</b>, United States, <b>CES SA</b><br>143 097.0"
Dec 2015,US_N_CES_SA,US,N,CES,SA,dmm,273,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2015</b>, United States, <b>CES SA</b><br>273.0"
Jan 2016,US_N_CES_SA,US,N,CES,SA,lvl,143205,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2016</b>, United States, <b>CES SA</b><br>143 205.0"
Jan 2016,US_N_CES_SA,US,N,CES,SA,dmm,108,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2016</b>, United States, <b>CES SA</b><br>108.0"
Feb 2016,US_N_CES_SA,US,N,CES,SA,lvl,143417,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2016</b>, United States, <b>CES SA</b><br>143 417.0"
Feb 2016,US_N_CES_SA,US,N,CES,SA,dmm,212,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2016</b>, United States, <b>CES SA</b><br>212.0"
Mar 2016,US_N_CES_SA,US,N,CES,SA,lvl,143654,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2016</b>, United States, <b>CES SA</b><br>143 654.0"
Mar 2016,US_N_CES_SA,US,N,CES,SA,dmm,237,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2016</b>, United States, <b>CES SA</b><br>237.0"
Apr 2016,US_N_CES_SA,US,N,CES,SA,lvl,143851,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2016</b>, United States, <b>CES SA</b><br>143 851.0"
Apr 2016,US_N_CES_SA,US,N,CES,SA,dmm,197,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2016</b>, United States, <b>CES SA</b><br>197.0"
May 2016,US_N_CES_SA,US,N,CES,SA,lvl,143892,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2016</b>, United States, <b>CES SA</b><br>143 892.0"
May 2016,US_N_CES_SA,US,N,CES,SA,dmm,41,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2016</b>, United States, <b>CES SA</b><br>41.0"
